,time,duration,value,confidence,start_time,end_time,chord,length,id,id_cat
0,0.0,7.441860465116279,D#:maj,,0.0,119069.76744186046,106,357191,00_BN1-129-Eb_comp,0
1,7.441860465116279,3.72093023255814,G#:maj,,119069.76744186046,178604.65116279072,281,357191,00_BN1-129-Eb_comp,0
2,11.16279069767442,3.720930232558139,D#:maj,,178604.65116279072,238139.53488372092,106,357191,00_BN1-129-Eb_comp,0
3,14.883720930232558,1.8604651162790713,A#:maj,,238139.53488372092,267906.9767441861,351,357191,00_BN1-129-Eb_comp,0
4,16.74418604651163,1.8604651162790695,G#:maj,,267906.9767441861,297674.4186046512,281,357191,00_BN1-129-Eb_comp,0
5,18.6046511627907,3.71974883720927,D#:maj,,297674.4186046512,357190.3999999995,106,357191,00_BN1-129-Eb_comp,0
6,0.0,6.530612244897959,F#:maj,,0.0,104489.79591836737,211,313370,00_BN1-147-Gb_comp,1
7,6.530612244897959,3.2653061224489797,B:maj,,104489.79591836737,156734.69387755104,386,313370,00_BN1-147-Gb_comp,1
8,9.79591836734694,3.2653061224489797,F#:maj,,156734.69387755104,208979.5918367347,211,313370,00_BN1-147-Gb_comp,1
9,13.06122448979592,1.6326530612244898,C#:maj,,208979.5918367347,235102.04081632657,36,313370,00_BN1-147-Gb_comp,1
10,14.693877551020408,1.6326530612244898,B:maj,,235102.04081632657,261224.48979591837,386,313370,00_BN1-147-Gb_comp,1
11,16.3265306122449,3.259069387755101,F#:maj,,261224.48979591837,313369.6,211,313370,00_BN1-147-Gb_comp,1
12,0.0,1.83206106870229,E:min,,0.0,29312.97709923664,142,468903,00_BN2-131-B_comp,2
13,1.83206106870229,1.83206106870229,A:7,,29312.97709923664,58625.95419847328,321,468903,00_BN2-131-B_comp,2
14,3.66412213740458,1.8320610687022905,D:maj,,58625.95419847328,87938.93129770993,71,468903,00_BN2-131-B_comp,2
15,5.4961832061068705,1.8320610687022896,G:maj,,87938.93129770993,117251.90839694656,246,468903,00_BN2-131-B_comp,2
16,7.32824427480916,1.8320610687022896,C#:hdim7,,117251.90839694656,146564.88549618318,45,468903,00_BN2-131-B_comp,2
17,9.16030534351145,1.8320610687022911,F#:7,,146564.88549618318,175877.8625954199,216,468903,00_BN2-131-B_comp,2
18,10.99236641221374,3.664122137404579,B:min,,175877.8625954199,234503.81679389311,387,468903,00_BN2-131-B_comp,2
19,14.65648854961832,1.8320610687022911,E:min,,234503.81679389311,263816.7938931298,142,468903,00_BN2-131-B_comp,2
20,16.48854961832061,1.832061068702288,A:7,,263816.7938931298,293129.77099236636,321,468903,00_BN2-131-B_comp,2
21,18.3206106870229,1.8320610687022911,D:maj,,293129.77099236636,322442.74809160305,71,468903,00_BN2-131-B_comp,2
22,20.15267175572519,1.8320610687022911,G:maj,,322442.74809160305,351755.72519083973,246,468903,00_BN2-131-B_comp,2
23,21.98473282442748,1.832061068702288,C#:hdim7,,351755.72519083973,381068.7022900763,45,468903,00_BN2-131-B_comp,2
24,23.81679389312977,1.8320610687022911,F#:7,,381068.7022900763,410381.679389313,216,468903,00_BN2-131-B_comp,2
25,25.64885496183206,3.657545038167992,B:min,,410381.679389313,468902.4000000008,387,468903,00_BN2-131-B_comp,2
26,0.0,1.4457831325301205,C#:min,,0.0,23132.53012048193,37,370080,00_BN2-166-Ab_comp,3
27,1.4457831325301205,1.4457831325301205,F#:7,,23132.53012048193,46265.06024096385,216,370080,00_BN2-166-Ab_comp,3
28,2.891566265060241,1.4457831325301205,B:maj,,46265.06024096385,69397.59036144578,386,370080,00_BN2-166-Ab_comp,3
29,4.337349397590361,1.4457831325301207,E:maj,,69397.59036144578,92530.1204819277,141,370080,00_BN2-166-Ab_comp,3
30,5.783132530120482,1.4457831325301207,A#:hdim7,,92530.1204819277,115662.65060240965,360,370080,00_BN2-166-Ab_comp,3
31,7.228915662650603,1.4457831325301198,D#:7,,115662.65060240965,138795.18072289156,111,370080,00_BN2-166-Ab_comp,3
32,8.674698795180722,2.8915662650602414,G#:min,,138795.18072289156,185060.2409638554,282,370080,00_BN2-166-Ab_comp,3
33,11.566265060240964,1.4457831325301207,C#:min,,185060.2409638554,208192.77108433735,37,370080,00_BN2-166-Ab_comp,3
34,13.012048192771084,1.4457831325301207,F#:7,,208192.77108433735,231325.3012048193,216,370080,00_BN2-166-Ab_comp,3
35,14.457831325301203,1.4457831325301207,B:maj,,231325.3012048193,254457.8313253012,386,370080,00_BN2-166-Ab_comp,3
36,15.903614457831326,1.445783132530119,E:maj,,254457.8313253012,277590.3614457831,141,370080,00_BN2-166-Ab_comp,3
37,17.349397590361445,1.4457831325301207,A#:hdim7,,277590.3614457831,300722.891566265,360,370080,00_BN2-166-Ab_comp,3
38,18.795180722891565,1.4457831325301207,D#:7,,300722.891566265,323855.421686747,111,370080,00_BN2-166-Ab_comp,3
39,20.24096385542169,2.8890361445783093,G#:min,,323855.421686747,370079.99999999994,282,370080,00_BN2-166-Ab_comp,3
40,0.0,2.0168067226890756,G:maj,,0.0,32268.90756302521,246,516212,00_BN3-119-G_comp,4
41,2.0168067226890756,2.0168067226890756,D:maj,,32268.90756302521,64537.81512605042,71,516212,00_BN3-119-G_comp,4
42,4.033613445378151,2.0168067226890756,E:min,,64537.81512605042,96806.72268907564,142,516212,00_BN3-119-G_comp,4
43,6.050420168067227,2.0168067226890756,B:min,,96806.72268907564,129075.63025210083,387,516212,00_BN3-119-G_comp,4
44,8.067226890756302,2.0168067226890756,C:maj,,129075.63025210083,161344.53781512604,1,516212,00_BN3-119-G_comp,4
45,10.084033613445378,2.0168067226890756,G:maj,,161344.53781512604,193613.4453781513,246,516212,00_BN3-119-G_comp,4
46,12.100840336134452,2.0168067226890756,C:maj,,193613.4453781513,225882.35294117648,1,516212,00_BN3-119-G_comp,4
47,14.117647058823527,2.0168067226890756,D:maj,,225882.35294117648,258151.26050420167,71,516212,00_BN3-119-G_comp,4
48,16.134453781512605,2.0168067226890756,G:maj,,258151.26050420167,290420.1680672269,246,516212,00_BN3-119-G_comp,4
49,18.15126050420168,2.0168067226890756,D:maj,,290420.1680672269,322689.0756302521,71,516212,00_BN3-119-G_comp,4
50,20.168067226890756,2.0168067226890756,E:min,,322689.0756302521,354957.9831932773,142,516212,00_BN3-119-G_comp,4
51,22.18487394957983,2.0168067226890756,B:min,,354957.9831932773,387226.8907563025,387,516212,00_BN3-119-G_comp,4
52,24.201680672268907,2.0168067226890756,C:maj,,387226.8907563025,419495.7983193277,1,516212,00_BN3-119-G_comp,4
53,26.218487394957982,2.0168067226890756,G:maj,,419495.7983193277,451764.70588235295,246,516212,00_BN3-119-G_comp,4
54,28.235294117647054,2.0168067226890756,C:maj,,451764.70588235295,484033.61344537814,1,516212,00_BN3-119-G_comp,4
55,30.252100840336137,2.01109915966385,D:maj,,484033.61344537814,516211.1999999997,71,516212,00_BN3-119-G_comp,4
56,0.0,1.5584415584415583,E:maj,,0.0,24935.064935064936,141,398912,00_BN3-154-E_comp,5
57,1.5584415584415583,1.5584415584415583,B:maj,,24935.064935064936,49870.12987012987,386,398912,00_BN3-154-E_comp,5
58,3.116883116883117,1.558441558441559,C#:min,,49870.12987012987,74805.19480519481,37,398912,00_BN3-154-E_comp,5
59,4.675324675324676,1.558441558441558,G#:min,,74805.19480519481,99740.25974025976,282,398912,00_BN3-154-E_comp,5
60,6.233766233766234,1.558441558441558,A:maj,,99740.25974025976,124675.32467532468,316,398912,00_BN3-154-E_comp,5
61,7.792207792207792,1.5584415584415598,E:maj,,124675.32467532468,149610.38961038963,141,398912,00_BN3-154-E_comp,5
62,9.350649350649352,1.558441558441558,A:maj,,149610.38961038963,174545.45454545456,316,398912,00_BN3-154-E_comp,5
63,10.90909090909091,1.558441558441558,B:maj,,174545.45454545456,199480.5194805195,386,398912,00_BN3-154-E_comp,5
64,12.467532467532468,1.558441558441558,E:maj,,199480.5194805195,224415.5844155844,141,398912,00_BN3-154-E_comp,5
65,14.025974025974026,1.558441558441558,B:maj,,224415.5844155844,249350.64935064936,386,398912,00_BN3-154-E_comp,5
66,15.584415584415584,1.558441558441558,C#:min,,249350.64935064936,274285.71428571426,37,398912,00_BN3-154-E_comp,5
67,17.142857142857142,1.5584415584415616,G#:min,,274285.71428571426,299220.77922077925,282,398912,00_BN3-154-E_comp,5
68,18.701298701298704,1.558441558441558,A:maj,,299220.77922077925,324155.8441558442,316,398912,00_BN3-154-E_comp,5
69,20.259740259740266,1.558441558441558,E:maj,,324155.8441558442,349090.9090909091,141,398912,00_BN3-154-E_comp,5
70,21.81818181818182,1.558441558441558,A:maj,,349090.9090909091,374025.9740259741,316,398912,00_BN3-154-E_comp,5
71,23.376623376623375,1.5553766233766382,B:maj,,374025.9740259741,398912.00000000023,386,398912,00_BN3-154-E_comp,5
72,0.0,8.421052631578947,G#:maj,,0.0,134736.84210526315,281,404135,00_Funk1-114-Ab_comp,6
73,8.421052631578947,4.210526315789474,C#:maj,,134736.84210526315,202105.26315789475,36,404135,00_Funk1-114-Ab_comp,6
74,12.63157894736842,4.210526315789473,G#:maj,,202105.26315789475,269473.6842105263,281,404135,00_Funk1-114-Ab_comp,6
75,16.842105263157894,2.1052631578947363,D#:maj,,269473.6842105263,303157.8947368421,106,404135,00_Funk1-114-Ab_comp,6
76,18.94736842105263,2.1052631578947363,C#:maj,,303157.8947368421,336842.10526315786,36,404135,00_Funk1-114-Ab_comp,6
77,21.052631578947366,4.205768421052685,G#:maj,,336842.10526315786,404134.4000000008,281,404135,00_Funk1-114-Ab_comp,6
78,0.0,9.896907216494846,C:maj,,0.0,158350.51546391757,1,475015,00_Funk1-97-C_comp,7
79,9.896907216494846,4.948453608247423,F:maj,,158350.51546391757,237525.7731958763,176,475015,00_Funk1-97-C_comp,7
80,14.845360824742269,4.948453608247423,C:maj,,237525.7731958763,316701.0309278351,1,475015,00_Funk1-97-C_comp,7
81,19.79381443298969,2.4742268041237097,G:maj,,316701.0309278351,356288.6597938144,246,475015,00_Funk1-97-C_comp,7
82,22.2680412371134,2.474226804123713,F:maj,,356288.6597938144,395876.28865979385,176,475015,00_Funk1-97-C_comp,7
83,24.74226804123711,4.946131958762887,C:maj,,395876.28865979385,475014.4,1,475015,00_Funk1-97-C_comp,7
98,0.0,2.0168067226890756,C:min,,0.0,32268.90756302521,2,516212,00_Funk2-119-G_comp,9
99,2.0168067226890756,2.0168067226890756,F:7,,32268.90756302521,64537.81512605042,181,516212,00_Funk2-119-G_comp,9
100,4.033613445378151,2.0168067226890756,A#:maj,,64537.81512605042,96806.72268907564,351,516212,00_Funk2-119-G_comp,9
101,6.050420168067227,2.0168067226890756,D#:maj,,96806.72268907564,129075.63025210083,106,516212,00_Funk2-119-G_comp,9
102,8.067226890756302,2.0168067226890756,A:hdim7,,129075.63025210083,161344.53781512604,325,516212,00_Funk2-119-G_comp,9
103,10.084033613445378,2.0168067226890756,D:7,,161344.53781512604,193613.4453781513,76,516212,00_Funk2-119-G_comp,9
104,12.100840336134452,4.033613445378151,G:min,,193613.4453781513,258151.26050420167,247,516212,00_Funk2-119-G_comp,9
105,16.134453781512605,2.0168067226890756,C:min,,258151.26050420167,290420.1680672269,2,516212,00_Funk2-119-G_comp,9
106,18.15126050420168,2.0168067226890756,F:7,,290420.1680672269,322689.0756302521,181,516212,00_Funk2-119-G_comp,9
107,20.168067226890756,2.0168067226890756,A#:maj,,322689.0756302521,354957.9831932773,351,516212,00_Funk2-119-G_comp,9
108,22.18487394957983,2.0168067226890756,D#:maj,,354957.9831932773,387226.8907563025,106,516212,00_Funk2-119-G_comp,9
109,24.201680672268907,2.0168067226890756,A:hdim7,,387226.8907563025,419495.7983193277,325,516212,00_Funk2-119-G_comp,9
110,26.218487394957982,2.0168067226890756,D:7,,419495.7983193277,451764.70588235295,76,516212,00_Funk2-119-G_comp,9
111,28.235294117647054,4.027905882353039,G:min,,451764.70588235295,516211.2000000016,247,516212,00_Funk2-119-G_comp,9
112,0.0,2.142857142857143,C#:maj,,0.0,34285.71428571428,36,548551,00_Funk3-112-C#_comp,10
113,2.142857142857143,2.142857142857143,G#:maj,,34285.71428571428,68571.42857142857,281,548551,00_Funk3-112-C#_comp,10
114,4.285714285714286,2.1428571428571432,A#:min,,68571.42857142857,102857.14285714286,352,548551,00_Funk3-112-C#_comp,10
115,6.428571428571429,2.1428571428571423,F:min,,102857.14285714286,137142.85714285713,177,548551,00_Funk3-112-C#_comp,10
116,8.571428571428571,2.1428571428571423,F#:maj,,137142.85714285713,171428.57142857142,211,548551,00_Funk3-112-C#_comp,10
117,10.714285714285714,2.142857142857144,C#:maj,,171428.57142857142,205714.2857142857,36,548551,00_Funk3-112-C#_comp,10
118,12.857142857142858,2.1428571428571423,F#:maj,,205714.2857142857,240000.0,211,548551,00_Funk3-112-C#_comp,10
119,15.0,2.1428571428571423,G#:maj,,240000.0,274285.71428571426,281,548551,00_Funk3-112-C#_comp,10
120,17.142857142857142,2.1428571428571423,C#:maj,,274285.71428571426,308571.4285714286,36,548551,00_Funk3-112-C#_comp,10
121,19.285714285714285,2.1428571428571423,G#:maj,,308571.4285714286,342857.14285714284,281,548551,00_Funk3-112-C#_comp,10
122,21.428571428571427,2.1428571428571423,A#:min,,342857.14285714284,377142.8571428571,352,548551,00_Funk3-112-C#_comp,10
123,23.57142857142857,2.142857142857146,F:min,,377142.8571428571,411428.5714285714,177,548551,00_Funk3-112-C#_comp,10
124,25.714285714285715,2.1428571428571423,F#:maj,,411428.5714285714,445714.28571428574,211,548551,00_Funk3-112-C#_comp,10
125,27.857142857142858,2.1428571428571423,C#:maj,,445714.28571428574,480000.0,36,548551,00_Funk3-112-C#_comp,10
126,30.0,2.142857142857139,F#:maj,,480000.0,514285.7142857142,211,548551,00_Funk3-112-C#_comp,10
127,32.14285714285714,2.1415428571428663,G#:maj,,514285.7142857142,548550.4000000001,281,548551,00_Funk3-112-C#_comp,10
128,0.0,2.4489795918367347,A:maj,,0.0,39183.67346938776,316,626861,00_Funk3-98-A_comp,11
129,2.4489795918367347,2.4489795918367347,E:maj,,39183.67346938776,78367.34693877552,141,626861,00_Funk3-98-A_comp,11
130,4.8979591836734695,2.4489795918367347,F#:min,,78367.34693877552,117551.02040816328,212,626861,00_Funk3-98-A_comp,11
131,7.346938775510204,2.4489795918367347,C#:min,,117551.02040816328,156734.69387755104,37,626861,00_Funk3-98-A_comp,11
132,9.79591836734694,2.4489795918367356,D:maj,,156734.69387755104,195918.3673469388,71,626861,00_Funk3-98-A_comp,11
133,12.244897959183676,2.448979591836734,A:maj,,195918.3673469388,235102.04081632657,316,626861,00_Funk3-98-A_comp,11
134,14.693877551020408,2.448979591836734,D:maj,,235102.04081632657,274285.71428571426,71,626861,00_Funk3-98-A_comp,11
135,17.142857142857142,2.4489795918367356,E:maj,,274285.71428571426,313469.38775510207,141,626861,00_Funk3-98-A_comp,11
136,19.59183673469388,2.4489795918367356,A:maj,,313469.38775510207,352653.0612244898,316,626861,00_Funk3-98-A_comp,11
137,22.040816326530617,2.4489795918367356,E:maj,,352653.0612244898,391836.7346938776,141,626861,00_Funk3-98-A_comp,11
